period,tau,delta,bls_period,nuance_period
1.1,9.719393607898896,2.418396338129264,1.0994994994994995,1.0994994994994995
1.1,3.400781433545068,24.60637707851016,0.8,1.0994994994994995
1.1,2.3817232855621073,2.275006108264159,0.9563563563563564,1.0994994994994995
1.1,4.566938567344046,9.191129017265078,1.0994994994994995,1.0994994994994995
1.1,1.6629187472944407,23.108474377803187,0.8088088088088089,1.0994994994994995
1.1,1.9507635817845923,7.5917459181608065,1.4056056056056057,1.0994994994994995
1.1,1.8953623517222777,20.629289950240715,0.9101101101101101,1.0994994994994995
1.1,4.942164328859288,0.9404922895378872,1.0994994994994995,1.0994994994994995
1.1,4.02285414768313,13.8931314602646,1.2844844844844845,1.0994994994994995
1.1,5.714271855078179,9.539553283300874,2.680680680680681,1.0994994994994995
1.1,0.4108869230755475,5.54426174866543,0.9233233233233233,1.0994994994994995
1.1,1.4236256509306529,3.9417606954687674,0.9101101101101101,1.0994994994994995
1.1,8.602680444854455,13.691700605380966,1.0994994994994995,1.0994994994994995
1.1,0.5292744065028125,6.55834960171624,2.403203203203203,1.0994994994994995
1.1,8.109770385165934,7.476604125643594,1.0994994994994995,1.0994994994994995
1.1,8.737020314651234,23.194265411612072,2.3965965965965967,1.0994994994994995
1.1,3.9273331001164933,4.720824342981628,2.136736736736737,1.0994994994994995
1.1,6.874992069459005,2.757781236157237,1.0994994994994995,1.0994994994994995
1.1,5.432347216592575,16.102978903073367,2.977977977977978,1.0994994994994995
1.1,7.867021280694553,5.134837106413008,1.0994994994994995,1.0994994994994995
1.1,0.75304585313548,14.266611480969216,0.8924924924924925,1.101701701701702
1.1,8.207973485116614,7.839662013933246,2.3811811811811814,1.0994994994994995
1.1,6.457736439246169,22.985814891799624,2.090490490490491,1.0994994994994995
1.1,6.841533837290407,1.299712564755918,1.0994994994994995,1.0994994994994995
1.1,4.73386751688634,12.56663634587549,1.5179179179179179,1.0994994994994995
1.1,7.024123033445175,13.095701340856344,1.0994994994994995,1.0994994994994995
1.1,3.4744038792240866,8.949936033350388,0.8286286286286286,1.0994994994994995
1.1,6.42838453316017,6.953119178053307,1.0994994994994995,1.0994994994994995
1.1,6.869497072403617,6.500356434917983,2.3811811811811814,1.0994994994994995
1.1,3.7653989295444323,1.246420741423989,1.0994994994994995,1.0994994994994995
1.1,5.138635379589529,15.547307982376074,0.8572572572572573,1.0994994994994995
1.1,2.150221730203634,5.144913145359372,1.3813813813813813,1.0994994994994995
1.1,9.553523631440953,16.440978212300625,1.0994994994994995,1.0994994994994995
1.1,5.120781913309494,16.224021128890282,1.9649649649649652,1.0994994994994995
1.1,2.633777629685535,12.542388579673966,0.8484484484484485,1.0994994994994995
1.1,1.6610880439931321,3.9110495492770574,0.8044044044044044,1.0994994994994995
1.1,3.357302618272602,5.10498954333755,2.3283283283283285,1.0994994994994995
1.1,7.9069575113568735,22.158424435996878,2.526526526526527,1.0994994994994995
1.1,6.609364529316376,15.198223010634237,1.9935935935935938,1.0994994994994995
1.1,6.111489638657696,18.012706077474565,2.7093093093093095,1.0994994994994995
1.1,1.9878113843794112,5.797206840166838,0.8,1.0994994994994995
1.1,9.104073476282469,5.445703536518983,1.0994994994994995,1.0994994994994995
1.1,9.705334934209265,20.939908694186638,2.680680680680681,1.0994994994994995
1.1,5.715171252963759,18.33345447691441,1.3637637637637638,1.0994994994994995
1.1,4.931976152481779,16.839736109906713,2.352552552552553,1.0994994994994995
1.1,2.855856912428582,13.630783050595038,1.3835835835835837,1.0994994994994995
1.1,5.7496091099945845,12.958325829790908,1.376976976976977,1.0994994994994995
1.1,6.792270353285613,14.982271464907972,2.202802802802803,1.0994994994994995
1.1,1.8247311056684232,10.859569019462473,1.4914914914914916,1.0994994994994995
1.1,2.360153734299668,3.7832235462673096,0.9365365365365366,1.0994994994994995
1.1,3.4017122955421097,2.1851241050199164,0.8066066066066067,1.0994994994994995
1.1,9.547636063509175,0.31326346393463805,1.0994994994994995,1.0994994994994995
1.1,7.572330688748365,4.151353490183857,1.0994994994994995,1.0994994994994995
1.1,0.44043745882210766,5.916917285991787,0.907907907907908,1.101701701701702
1.1,4.96512140506777,15.325366740085002,2.674074074074074,1.0994994994994995
1.1,6.618708279286919,2.9898656713965996,1.0994994994994995,1.0994994994994995
1.1,1.7737905680218007,15.343037372878705,1.1171171171171173,1.0994994994994995
1.1,6.439015737234178,9.438922508944799,2.907507507507508,1.0994994994994995
1.1,0.8316456285383734,21.314438768979194,0.8704704704704705,1.0994994994994995
1.1,8.700578279338995,3.875635982661153,1.0994994994994995,1.0994994994994995
1.1,7.057466567884529,4.982698512524491,1.0994994994994995,1.0994994994994995
1.1,3.55220333569566,9.441698968890595,1.9891891891891893,1.0994994994994995
1.1,3.063397796363685,11.340137049388405,2.6080080080080084,1.0994994994994995
1.1,5.833465140648388,23.572024110265122,2.6102102102102105,1.0994994994994995
1.1,5.028528976948084,21.21130943879672,1.8460460460460462,1.0994994994994995
1.1,5.178292142369669,16.981093150393534,0.8638638638638639,1.0994994994994995
1.1,2.186598987974026,2.8721376173305857,1.0312312312312313,1.0994994994994995
1.1,7.051879420675213,4.009096763502498,1.0994994994994995,1.0994994994994995
1.1,2.932779416008757,17.442082721386754,2.6674674674674677,1.0994994994994995
1.1,7.480167700367569,2.7410161582728447,1.0994994994994995,1.0994994994994995
1.1,0.6695538821640884,12.717477686339292,2.0090090090090094,1.0994994994994995
1.1,1.3686263131366037,2.718785967720113,2.4494494494494496,1.0994994994994995
1.1,0.49563344408474447,13.143449666871428,1.603803803803804,2.8128128128128127
1.1,2.705134011014398,21.679262366974907,2.40980980980981,1.0994994994994995
1.1,2.755771780557619,14.306237466120628,0.8704704704704705,1.0994994994994995
1.1,3.184289175163141,3.6265937000108432,1.0290290290290292,1.0994994994994995
1.1,9.486280741818671,16.28882477624655,2.0794794794794793,1.0994994994994995
1.1,3.8733309640114815,19.544507079932405,0.92992992992993,1.0994994994994995
1.1,1.3836425069192309,10.545764547082769,1.7711711711711713,1.0994994994994995
1.1,4.532866023986737,20.303950295083762,2.7951951951951957,1.0994994994994995
1.1,3.344177532976483,16.56709066700412,2.0024024024024025,1.0994994994994995
1.1,1.5668615017951983,3.915076828804936,2.0882882882882887,1.0994994994994995
1.1,0.9765858788184999,23.60187018217918,2.5991991991991994,1.6412412412412414
1.1,7.081778103987753,18.75862230683535,1.0994994994994995,1.0994994994994995
1.1,7.557123923930287,12.324963449341755,1.0994994994994995,1.0994994994994995
1.1,1.1764499670189323,18.722847360759207,1.6676676676676676,1.4474474474474475
1.1,5.271709486592624,22.942898550396055,2.8304304304304306,1.0994994994994995
1.1,5.622294604282436,22.561331967831453,2.0442442442442443,1.0994994994994995
1.1,3.465551932663913,18.470098545100956,0.8396396396396397,1.0994994994994995
1.1,8.920335833135978,2.4242670437021823,1.0994994994994995,1.0994994994994995
1.1,0.12009501590149697,7.147744496896928,2.403203203203203,1.0994994994994995
1.1,6.227178955740749,12.502924937616866,1.9803803803803806,1.0994994994994995
1.1,6.366515532796726,9.23071967800463,2.511111111111111,1.0994994994994995
1.1,1.4890532318005671,14.427605720557747,1.0026026026026027,1.0994994994994995
1.1,9.799065672847368,22.044558019318885,2.081681681681682,1.0994994994994995
1.1,2.6539192486249505,22.723740070329512,0.852852852852853,1.0994994994994995
1.1,1.850534840878361,19.26787847829626,2.145545545545546,1.0994994994994995
1.1,7.462074142826614,23.723321569822325,2.0794794794794793,1.0994994994994995
1.1,5.338925582283615,3.777726337713617,2.017817817817818,1.0994994994994995
1.1,6.3424510127137825,12.742321832344805,2.931731731731732,1.0994994994994995
1.1,9.219117352159765,16.342925512354125,1.4980980980980982,1.0994994994994995
1.1,5.6341035012144,7.909125764213155,2.9603603603603608,1.0994994994994995
1.1,5.893683665837798,19.955311410633488,2.834834834834835,1.0994994994994995
1.1,1.6345666760618482,2.4971065866709266,1.8196196196196197,1.0994994994994995
1.1,2.0442819219802537,19.742274742061173,2.1587587587587587,1.0994994994994995
1.1,3.3020022915442757,20.851481337538555,1.0466466466466466,1.0994994994994995
1.1,3.5769613534592484,23.522772781535643,2.0244244244244243,1.0994994994994995
1.1,7.581976291728012,8.092902054480446,1.0994994994994995,1.0994994994994995
1.1,4.793487644527174,17.255199986030256,1.9143143143143144,1.0994994994994995
1.1,3.136353080465271,8.988870020576394,1.0026026026026027,1.0994994994994995
1.1,6.197412019012372,20.672949935131115,2.7775775775775777,1.0994994994994995
1.1,8.290043108388755,7.513701852224317,2.3921921921921925,1.0994994994994995
1.1,1.7346434383815412,22.46963830702546,0.9541541541541543,1.0994994994994995
1.1,5.256377341064725,14.985188887308798,2.378978978978979,1.0994994994994995
1.1,9.084989051141694,16.77281040901252,1.0994994994994995,1.0994994994994995
1.1,2.3459316475891074,1.4108708981851743,0.9453453453453454,1.0994994994994995
1.1,8.856316626341961,16.47787984266208,1.365965965965966,1.0994994994994995
1.1,1.3336203802917097,3.8201059269567144,0.8506506506506507,1.0994994994994995
1.1,7.121228829839414,2.422111240858695,1.0994994994994995,1.0994994994994995
1.1,8.973523222916182,11.554964468830997,2.0640640640640644,1.0994994994994995
1.1,2.733545751591605,20.07198737861618,0.8726726726726727,1.0994994994994995
1.1,2.2047888855057054,9.000201501492251,0.8770770770770772,1.0994994994994995
1.1,7.8794627451129235,12.620494756835331,1.0994994994994995,1.0994994994994995
1.1,0.47976401431443877,13.16244669124775,1.103903903903904,1.101701701701702
1.1,2.9762207311210083,23.766330657654247,0.9453453453453454,1.0994994994994995
1.1,1.0431013849491915,14.111805187474324,0.9123123123123124,1.0994994994994995
1.1,1.229486671769107,13.148175423431798,0.8880880880880881,1.0994994994994995
1.1,0.7223483215262214,21.926523172935507,2.081681681681682,1.6016016016016017
1.1,8.936961005931485,20.601498735209248,2.680680680680681,1.0994994994994995
1.1,5.102290487707608,1.8045552309522372,1.0994994994994995,1.0994994994994995
1.1,5.19896977514751,3.3507833785182677,1.0994994994994995,1.0994994994994995
1.1,6.787274149706869,13.61319661861958,1.0972972972972974,1.0994994994994995
1.1,5.544047042139257,10.55902069285551,2.1059059059059058,1.0994994994994995
1.1,7.91793075095833,12.84824267507966,1.2624624624624625,1.0994994994994995
1.1,3.841195117366347,10.625459970128,1.5971971971971972,1.0994994994994995
1.1,6.309149805979672,18.653682655051586,1.0356356356356358,1.0994994994994995
1.1,2.629538370113982,13.586082730157065,1.6522522522522523,1.0994994994994995
1.1,3.722823119330738,18.95676215131148,0.8946946946946948,1.0994994994994995
1.1,6.665057025610086,10.109518127054969,1.9847847847847848,1.0994994994994995
1.1,7.213514028580487,24.19569290040334,1.1677677677677678,1.0994994994994995
1.1,1.0718978849974445,22.194458777228892,0.8352352352352352,1.3153153153153154
1.1,5.821956368965942,17.268780959835738,1.647847847847848,1.0994994994994995
1.1,7.868558586221546,21.710878178918506,1.865865865865866,1.0994994994994995
1.1,9.593209121964335,15.284059537799099,2.3811811811811814,1.0994994994994995
1.1,9.822188919218148,16.40431319639023,2.378978978978979,1.0994994994994995
1.1,2.342819469204058,23.69604319560659,0.9343343343343344,1.0994994994994995
1.1,7.504020144919996,2.9362245230785398,1.0994994994994995,1.0994994994994995
1.1,2.7141376788543083,5.6827338817417035,1.288888888888889,1.0994994994994995
1.1,1.970490450317628,21.21271150197071,0.9475475475475477,1.0994994994994995
1.1,3.873907283703588,23.270858232064477,1.2250250250250252,1.0994994994994995
1.1,5.653326871978952,24.01049156287619,2.528728728728729,1.0994994994994995
1.1,4.900422567744373,10.740373647777684,1.5773773773773776,1.0994994994994995
1.1,3.7236234493626164,12.62382502794209,1.7381381381381382,1.0994994994994995
1.1,8.098922792308906,2.8615707840588662,1.0994994994994995,1.0994994994994995
1.1,3.447355923131953,21.09776720956787,0.8264264264264265,1.0994994994994995
1.1,3.0981961890597907,2.588112834472324,2.200600600600601,1.0994994994994995
1.1,6.959005719939774,19.556065136674427,1.073073073073073,1.0994994994994995
1.1,9.125726783228858,5.899250687280677,1.0994994994994995,1.0994994994994995
1.1,9.198559050054698,5.5388207810717835,1.0994994994994995,1.0994994994994995
1.1,3.6216747370599705,1.3012763031171382,1.0994994994994995,1.0994994994994995
1.1,4.946694721447574,3.932647584395919,2.3811811811811814,1.0994994994994995
1.1,7.818482285894873,0.9861669709098548,1.0994994994994995,1.0994994994994995
1.1,7.95484313891448,2.6811759873881122,1.0994994994994995,1.0994994994994995
1.1,1.5739436630589951,8.422916896753089,0.8946946946946948,1.0994994994994995
1.1,2.8340565555847705,0.4359857772992259,1.0994994994994995,1.0994994994994995
1.1,3.799168836203137,9.067790044397091,0.9013013013013014,1.0994994994994995
1.1,9.646642751529088,13.709611281538837,2.680680680680681,1.0994994994994995
1.1,6.884640132328383,13.198107809495276,1.9825825825825827,1.0994994994994995
1.1,7.904832862703618,20.4030977373813,1.266866866866867,1.0994994994994995
1.1,4.426778212308767,12.087732348827547,1.0598598598598599,1.0994994994994995
1.1,5.398038541816539,7.374925406847627,0.8506506506506507,1.0994994994994995
1.1,3.5137853497381,22.38443580606185,0.8264264264264265,1.0994994994994995
1.1,5.847623590084057,3.2740392342786184,1.0994994994994995,1.0994994994994995
1.1,5.4632533923313495,10.652889205591242,2.1631631631631634,1.0994994994994995
1.1,7.411716349607975,2.5159224875419026,1.0994994994994995,1.0994994994994995
1.1,8.834812765881956,15.811899566883577,1.0994994994994995,1.0994994994994995
1.1,5.883670249246879,19.559201616637615,0.9365365365365366,1.0994994994994995
1.1,3.5267733326435846,8.244698529961251,2.462662662662663,1.0994994994994995
1.1,8.932934425286946,3.82178142119247,1.0994994994994995,1.0994994994994995
1.1,2.6173925250190564,0.8710868524033363,1.0994994994994995,1.0994994994994995
1.1,5.274799760994693,23.271643768951442,2.387787787787788,1.0994994994994995
1.1,8.126121584055687,2.038858794751679,1.0994994994994995,1.0994994994994995
1.1,2.4633199348377697,24.696435559347975,2.2864864864864867,1.0994994994994995
1.1,2.726162769777948,1.7269287321154327,0.8836836836836838,1.0994994994994995
1.1,1.385059455783972,7.8147979588182785,1.3879879879879882,1.0994994994994995
1.1,4.36073097064171,7.408312848866593,1.0994994994994995,1.0994994994994995
1.1,5.825235051607566,15.412190832124965,1.7139139139139141,1.0994994994994995
1.1,0.6465207026302214,17.148692698917596,0.984984984984985,2.583783783783784
1.1,7.841720677818523,5.270120693132274,1.0994994994994995,1.0994994994994995
1.1,1.0828428046049032,7.337873834032746,1.473873873873874,1.0994994994994995
1.1,1.2140470456838592,22.680661280190815,0.8990990990990991,1.1545545545545546
1.1,9.133417776856044,12.0432672820006,1.0994994994994995,1.0994994994994995
1.1,9.084660867781233,9.21789008282537,1.0994994994994995,1.0994994994994995
1.1,4.901846557537093,17.330466809225396,1.7711711711711713,1.0994994994994995
1.1,8.014296809665499,12.971721353152628,1.0994994994994995,1.0994994994994995
1.1,2.7993700433943274,5.4480056376220585,1.101701701701702,1.0994994994994995
1.1,1.119863098424737,15.976519605909168,0.8968968968968969,0.8044044044044044
1.1,4.388590027528768,0.234791917194999,1.0994994994994995,1.0994994994994995
1.1,6.866574226016614,6.625290793859749,2.627827827827828,1.0994994994994995
1.1,6.437169681257505,12.850338668840845,2.9229229229229228,1.0994994994994995
1.1,2.3080502989724354,11.652019290380592,2.5969969969969973,1.0994994994994995
1.1,5.902594992055205,1.2400166606641188,1.0994994994994995,1.0994994994994995
1.1,8.085895958675147,23.25267908004645,1.2844844844844845,1.0994994994994995
1.1,6.613545756097885,2.207217190725672,1.0994994994994995,1.0994994994994995
1.1,1.0983714100186357,17.28647570923742,1.2470470470470472,1.0994994994994995
1.1,2.2540354950336883,2.5056322925519576,1.0972972972972974,1.0994994994994995
1.1,4.909525870951332,20.04330450514692,2.625625625625626,1.0994994994994995
1.1,7.234013406554917,9.864608475928948,2.733533533533534,1.0994994994994995
1.1,7.602869661031525,14.374766268196577,1.2162162162162162,1.0994994994994995
1.1,3.1117637790680726,19.43400174434504,1.5135135135135136,1.0994994994994995
1.1,6.965933203566014,13.095878584616008,2.671871871871872,1.0994994994994995
1.1,0.12430820443316158,2.0836352029107195,1.0994994994994995,1.0994994994994995
1.1,6.175813366624212,4.498096215337049,1.0994994994994995,1.0994994994994995
1.1,6.982698827715869,3.8095605026126944,1.0994994994994995,1.0994994994994995
1.1,1.4112089620727788,6.5321249388813305,1.1171171171171173,1.0994994994994995
1.1,8.103451846119658,17.383711251413285,1.8174174174174176,1.0994994994994995
1.1,3.4426499492261975,16.00823021041476,1.6544544544544546,1.0994994994994995
1.1,8.797850123758964,6.2682413279390605,1.0994994994994995,1.0994994994994995
1.1,0.7429487379991017,1.9109413774823214,1.3285285285285287,1.0994994994994995
1.1,6.047429081178655,7.134135668144894,1.9803803803803806,1.0994994994994995
1.1,7.584138541582244,10.989317293272483,1.0994994994994995,1.0994994994994995
1.1,9.774761108398005,24.09809146612349,2.982382382382383,1.0994994994994995
1.1,3.3372260196603074,12.16418669302622,2.2996996996997,1.0994994994994995
1.1,9.08155914193777,4.975986641845034,1.0994994994994995,1.0994994994994995
1.1,4.982137855818452,14.686109811687023,2.2798798798798803,1.0994994994994995
1.1,2.518299091505078,3.4180781078552465,2.200600600600601,1.0994994994994995
1.1,0.9701704958588703,11.415547650565324,2.3283283283283285,1.0994994994994995
1.1,3.9780513552231023,9.273814532367421,1.5641641641641644,1.0994994994994995
1.1,3.333570050721123,14.975636630922072,0.8022022022022023,1.0994994994994995
1.1,1.1255397999532186,21.16235312653165,0.8022022022022023,2.781981981981982
1.1,0.6599844524529914,6.384815421413781,1.1105105105105106,1.0994994994994995
1.1,2.412082704407073,3.711095944137432,1.1545545545545546,1.0994994994994995
1.1,7.136455890239873,3.697682254033131,2.3811811811811814,1.0994994994994995
1.1,7.178821422392923,13.876414650173855,1.0994994994994995,1.0994994994994995
1.1,5.283528645152563,18.205574934055115,2.1191191191191194,1.0994994994994995
1.1,2.698363784528133,6.907973331780522,0.8704704704704705,1.0994994994994995
1.1,6.7762163216442834,2.548156567991781,1.0994994994994995,1.0994994994994995
1.1,3.8107924968238502,6.35725472179982,2.636636636636637,1.0994994994994995
1.1,6.92786620522578,20.411871879224332,2.1037037037037036,1.0994994994994995
1.1,1.4495950080342626,16.733831519141177,0.9211211211211212,1.0994994994994995
1.1,3.3825465348288932,15.591618096932272,2.3811811811811814,1.0994994994994995
1.1,7.263448966408131,7.686311128964641,1.0994994994994995,1.0994994994994995
1.1,0.6221443521852831,23.744933499337538,0.918918918918919,1.3153153153153154
1.1,5.7561059595943975,17.223709727378754,0.9233233233233233,1.0994994994994995
1.1,4.272677504599891,7.558919372039049,2.680680680680681,1.0994994994994995
1.1,2.2881211829640997,11.332951960631362,0.9145145145145146,1.0994994994994995
1.1,5.976417087437445,8.49827196544498,2.246846846846847,1.0994994994994995
1.1,8.267919177360884,15.943402182669658,1.2800800800800802,1.0994994994994995
1.1,2.8822472061715816,18.77869574334048,0.8638638638638639,1.0994994994994995
1.1,8.313371595053807,10.476642096582943,2.680680680680681,1.0994994994994995
1.1,8.508040094403954,3.9636455467621117,1.0994994994994995,1.0994994994994995
1.1,9.554436153657555,7.323105031468628,2.680680680680681,1.0994994994994995
1.1,4.244322355606002,8.083711768085939,1.6962962962962964,1.0994994994994995
1.1,6.91974145131169,19.633126484313102,2.574974974974975,1.0994994994994995
1.1,8.133914181023824,19.720003010318273,2.3283283283283285,1.0994994994994995
1.1,6.718829180309403,20.481131842464663,2.6146146146146148,1.0994994994994995
1.1,4.451088895252762,11.418027994129849,1.101701701701702,1.0994994994994995
1.1,4.245347996666124,5.496499295563752,1.0994994994994995,1.0994994994994995
1.1,5.546033223618851,4.221936644659351,2.138938938938939,1.0994994994994995
1.1,5.926564945055029,22.93015217917489,1.9803803803803806,1.0994994994994995
1.1,2.8637379763368753,15.455311031362237,2.691691691691692,1.0994994994994995
1.1,7.4800958302551726,20.78120330267128,2.766566566566567,1.0994994994994995
1.1,7.290391525659997,7.6783228185336805,2.3811811811811814,1.0994994994994995
1.1,3.4677471986620514,14.709532020288796,0.8330330330330331,1.0994994994994995
1.1,9.164234947619928,24.961268188523253,1.0994994994994995,1.0994994994994995
1.1,2.6340693862274023,17.887414236829247,0.8352352352352352,1.0994994994994995
1.1,0.871332351289631,22.16010373727626,0.8308308308308309,2.403203203203203
1.1,1.5027514231729269,10.373102414354795,1.2184184184184184,1.0994994994994995
1.1,1.192433371353305,24.33737303795925,0.8616616616616617,1.0994994994994995
1.1,5.1884126593407744,1.6018861677786431,1.0994994994994995,1.0994994994994995
1.1,9.812380609151681,23.20059179621284,2.378978978978979,1.0994994994994995
1.1,8.546638111295966,13.036094513438231,2.530930930930931,1.0994994994994995
1.1,7.270457810972458,11.254168528417543,2.4296296296296296,1.0994994994994995
1.1,2.629068397236039,6.14064451564167,2.495695695695696,1.0994994994994995
1.1,3.9705992073039966,14.388209181026761,1.4804804804804805,1.0994994994994995
1.1,1.9195081681735724,12.444958548952627,0.9211211211211212,1.0994994994994995
1.1,1.2483158403697732,23.672128384785015,0.8924924924924925,1.0994994994994995
1.1,7.657664267176921,22.962557367410902,1.8636636636636639,1.0994994994994995
1.1,7.316612206200168,13.62794806692834,1.89009009009009,1.0994994994994995
1.1,0.42160435706738214,6.029600512977189,1.5113113113113115,1.0994994994994995
1.1,0.3108394813349454,19.036858244458088,0.9321321321321322,0.9365365365365366
1.1,8.976046134789405,11.06593588763316,1.0994994994994995,1.0994994994994995
1.1,1.620317379691018,20.01767916176803,1.7073073073073073,1.0994994994994995
1.1,5.668105246861014,3.0266217864432314,2.680680680680681,1.0994994994994995
1.1,1.7989601266694917,15.979908036152036,0.9915915915915916,1.0994994994994995
1.1,9.71997123795998,7.1073556382729235,2.2820820820820824,1.0994994994994995
1.1,9.27213790622418,6.702655893923649,1.0994994994994995,1.0994994994994995
1.1,8.240910773358188,1.7193564813640354,1.0994994994994995,1.0994994994994995
1.1,6.4955882332508725,1.968895152282187,1.0994994994994995,1.0994994994994995
1.1,7.716778366850565,7.9157572972721075,1.9825825825825827,1.0994994994994995
1.1,6.682353843571697,9.336075899868582,2.627827827827828,1.0994994994994995
1.1,0.1901123218483453,14.88112630088826,1.8482482482482483,1.7535535535535538
1.1,2.948040165464977,6.734907034216327,2.1961961961961967,1.0994994994994995
1.1,3.9044097638504396,6.894159292254196,1.835035035035035,1.0994994994994995
1.1,9.711364277729226,5.429835523321644,1.0994994994994995,1.0994994994994995
1.1,7.1908613638962295,10.860066863897861,2.680680680680681,1.0994994994994995
1.1,2.9019524060623643,0.3805176826952809,1.0994994994994995,1.0994994994994995
1.1,5.6607132880315945,21.836074538550534,1.2602602602602604,1.0994994994994995
1.1,2.7037441329138843,10.960882624738543,0.8374374374374375,1.0994994994994995
1.1,5.36618825470775,18.3137718129535,2.3811811811811814,1.0994994994994995
1.1,4.575654219852189,5.857614019835028,1.0994994994994995,1.0994994994994995
1.1,2.410697212178774,12.225479103970924,2.244644644644645,1.0994994994994995
1.1,2.7596213835167522,18.109286019696874,2.9735735735735735,1.0994994994994995
1.1,1.9761007389183907,17.86895083909819,0.9453453453453454,1.0994994994994995
1.1,7.030231903169648,21.98574505342832,2.0486486486486486,1.0994994994994995
1.1,9.421100945290867,12.494677104104559,1.0994994994994995,1.0994994994994995
1.1,6.972133021269602,2.843952854769513,1.0994994994994995,1.0994994994994995
1.1,4.893620180122869,0.49718175653123375,1.0994994994994995,1.0994994994994995
1.1,7.130105715191049,2.7246456912958528,1.0994994994994995,1.0994994994994995
1.1,1.0804257481037975,10.68837998528502,0.8,1.0994994994994995
